Gender,HeadCircumference,ShoulderWidth,ChestWidth,Belly,Waist,Hips,ArmLength,ShoulderToWaist,WaistToKnee,LegLength,TotalHeight
1,50.8,27.94,30.48,53.34,27.94,30.48,40.64,33.02,35.56,55.88,109.22
0,50.8,33.02,27.94,58.42,33.02,33.02,43.18,38.1,38.1,58.42,111.76
0,50.8,27.94,25.4,50.8,27.94,25.4,40.64,33.02,35.56,53.34,104.14
0,53.34,27.94,25.4,55.88,30.48,27.94,40.64,35.56,38.1,60.96,111.76
0,53.34,35.56,30.48,58.42,33.02,30.48,43.18,38.1,40.64,68.58,121.92
0,50.8,33.02,30.48,53.34,33.02,30.48,43.18,35.56,33.02,53.34,121.92
0,50.8,30.48,33.02,55.88,33.02,30.48,45.72,38.1,38.1,60.96,121.92
0,50.8,27.94,30.48,50.8,27.94,27.94,38.1,30.48,38.1,53.34,101.6
1,53.34,25.4,33.02,53.34,30.48,30.48,40.64,33.02,40.64,60.96,114.3
0,53.34,27.94,27.94,48.26,30.48,27.94,33.02,33.02,30.48,50.8,96.52
0,50.8,27.94,30.48,58.42,33.02,33.02,40.64,35.56,35.56,55.88,109.22
0,53.34,30.48,30.48,50.8,30.48,30.48,43.18,33.02,38.1,53.34,114.3
1,50.8,25.4,33.02,58.42,30.48,33.02,43.18,33.02,40.64,58.42,114.3
1,50.8,27.94,27.94,50.8,33.02,27.94,38.1,33.02,33.02,50.8,99.06
0,50.8,30.48,30.48,50.8,30.48,27.94,38.1,33.02,33.02,48.26,99.06
0,48.26,27.94,30.48,58.42,33.02,30.48,38.1,33.02,35.56,55.88,101.6
1,50.8,25.4,27.94,53.34,27.94,27.94,38.1,30.48,30.48,50.8,99.06
1,53.34,30.48,27.94,50.8,30.48,27.94,38.1,30.48,35.56,55.88,104.14
1,53.34,35.56,33.02,58.42,33.02,30.48,45.72,35.56,38.1,63.5,119.38
1,50.8,27.94,30.48,58.42,33.02,30.48,48.26,43.18,43.18,66.04,127
1,50.8,30.48,25.4,53.34,27.94,27.94,35.56,33.02,27.94,48.26,96.52
1,50.8,30.48,33.02,58.42,33.02,30.48,35.56,33.02,30.48,48.26,96.52
1,50.8,27.94,25.4,25.4,27.94,25.4,33.02,25.4,33.02,55.88,104.14
0,50.8,27.94,27.94,50.8,27.94,27.94,35.56,35.56,33.02,58.42,101.6
0,53.34,27.94,30.48,55.88,33.02,27.94,40.64,35.56,35.56,63.5,111.76
0,58.42,33.02,25.4,58.42,27.94,33.02,43.18,35.56,40.64,68.58,124.46
0,55.88,30.48,33.02,60.96,30.48,38.1,43.18,35.56,40.64,66.04,129.54
0,55.88,27.94,30.48,55.88,27.94,35.56,40.64,38.1,35.56,58.42,121.92
0,55.88,30.48,33.02,58.42,27.94,35.56,40.64,45.72,35.56,60.96,119.38
0,55.88,35.56,33.02,60.96,30.48,35.56,48.26,45.72,35.56,63.5,132.08
0,50.8,27.94,33.02,60.96,30.48,30.48,43.18,38.1,35.56,68.58,124.46
0,55.88,30.48,30.48,60.96,30.48,35.56,48.26,38.1,40.64,76.2,139.7
0,53.34,33.02,33.02,60.96,25.4,35.56,45.72,40.64,27.94,68.58,132.08
0,55.88,33.02,35.56,66.04,30.48,43.18,50.8,45.72,35.56,73.66,134.62
0,55.88,30.48,30.48,53.34,25.4,30.48,45.72,43.18,33.02,66.04,124.46
1,50.8,38.1,33.02,58.42,33.02,40.64,43.18,40.64,35.56,71.12,124.46
1,53.34,33.02,33.02,58.42,30.48,35.56,43.18,35.56,38.1,68.58,132.08
1,53.34,35.56,30.48,58.42,30.48,30.48,45.72,38.1,38.1,63.5,124.46
1,53.34,35.56,35.56,58.42,35.56,33.02,50.8,43.18,43.18,78.74,137.16
1,53.34,38.1,30.48,58.42,30.48,33.02,50.8,48.26,35.56,76.2,132.08
1,50.8,30.48,30.48,58.42,25.4,27.94,48.26,38.1,38.1,66.04,121.92
1,55.88,35.56,30.48,60.96,33.02,30.48,45.72,38.1,40.64,68.58,121.92
1,53.34,35.56,27.94,60.96,25.4,43.18,45.72,43.18,33.02,66.04,137.16
1,50.8,25.4,22.86,55.88,22.86,33.02,33.02,30.48,33.02,58.42,111.76
0,53.34,27.94,27.94,53.34,25.4,33.02,38.1,33.02,27.94,60.96,114.3
0,53.34,25.4,33.02,60.96,25.4,43.18,45.72,27.94,35.56,73.66,127
1,53.34,38.1,27.94,55.88,25.4,40.64,48.26,33.02,38.1,76.2,139.7
1,53.34,33.02,30.48,60.96,27.94,38.1,43.18,35.56,38.1,76.2,144.78
0,53.34,33.02,27.94,53.34,27.94,35.56,38.1,30.48,27.94,71.12,132.08
0,53.34,27.94,22.86,50.8,22.86,25.4,33.02,25.4,22.86,60.96,111.76
1,50.8,25.4,22.86,50.8,20.32,25.4,33.02,27.94,22.86,50.8,99.06
1,50.8,25.4,22.86,50.8,20.32,25.4,33.02,27.94,25.4,50.8,99.06
0,48.26,27.94,22.86,50.8,20.32,33.02,27.94,25.4,25.4,48.26,93.98
0,53.34,33.02,33.02,58.42,33.02,33.02,25.4,30.48,33.02,63.5,114.3
0,50.8,35.56,30.48,55.88,27.94,25.4,25.4,30.48,35.56,58.42,109.22
0,53.34,33.02,33.02,58.42,30.48,27.94,50.8,33.02,38.1,60.96,111.76
0,50.8,30.48,27.94,55.88,27.94,25.4,45.72,30.48,35.56,58.42,109.22
0,53.34,33.02,27.94,55.88,27.94,27.94,40.64,30.48,35.56,58.42,109.22
0,50.8,27.94,27.94,50.8,25.4,25.4,35.56,25.4,27.94,53.34,101.6
0,50.8,33.02,27.94,58.42,27.94,27.94,40.64,30.48,35.56,58.42,114.3
0,50.8,35.56,33.02,60.96,30.48,30.48,43.18,35.56,33.02,58.42,114.3
0,53.34,27.94,33.02,53.34,25.4,25.4,43.18,30.48,38.1,63.5,124.46
0,50.8,33.02,30.48,53.34,30.48,30.48,40.64,33.02,33.02,60.96,116.84
0,55.88,27.94,35.56,58.42,30.48,30.48,45.72,43.18,30.48,66.04,124.46
0,53.34,30.48,33.02,60.96,30.48,27.94,45.72,40.64,40.64,68.58,127
1,50.8,27.94,30.48,58.42,27.94,30.48,45.72,38.1,35.56,63.5,127
1,48.26,33.02,30.48,58.42,30.48,30.48,45.72,38.1,40.64,66.04,129.54
1,53.34,35.56,33.02,55.88,30.48,30.48,43.18,40.64,35.56,68.58,127
1,48.26,25.4,35.56,58.42,30.48,30.48,45.72,43.18,33.02,63.5,129.54
1,50.8,27.94,30.48,58.42,27.94,27.94,43.18,38.1,33.02,73.66,119.38
1,50.8,27.94,33.02,60.96,25.4,27.94,45.72,40.64,30.48,50.8,124.46
1,48.26,27.94,27.94,55.88,22.86,27.94,38.1,33.02,40.64,43.18,111.76
1,50.8,25.4,27.94,55.88,20.32,20.32,33.02,45.72,33.02,48.26,91.44
0,53.34,25.4,20.32,50.8,27.94,25.4,35.56,25.4,25.4,58.42,101.6
0,53.34,35.56,30.48,53.34,33.02,30.48,38.1,27.94,27.94,68.58,109.22
0,53.34,35.56,30.48,58.42,33.02,30.48,43.18,38.1,35.56,66.04,121.92
1,50.8,30.48,33.02,58.42,33.02,27.94,48.26,43.18,40.64,63.5,127
1,53.34,27.94,30.48,58.42,27.94,30.48,45.72,35.56,43.18,53.34,119.38
0,50.8,27.94,30.48,50.8,30.48,27.94,38.1,30.48,38.1,50.8,101.6
1,48.26,25.4,33.02,53.34,30.48,30.48,40.64,33.02,35.56,63.5,96.52
1,55.88,25.4,27.94,50.8,50.8,30.48,43.18,35.56,30.48,53.34,119.38
1,48.26,25.4,25.4,53.34,30.48,22.86,33.02,33.02,27.94,53.34,99.06
1,50.8,30.48,27.94,58.42,33.02,33.02,43.18,38.1,33.02,53.34,104.14
0,50.8,33.02,27.94,53.34,55.88,60.96,38.1,35.56,30.48,60.96,111.76
0,50.8,27.94,27.94,55.88,55.88,55.88,40.64,30.48,30.48,55.88,99.06
1,50.8,33.02,30.48,58.42,66.04,68.58,48.26,40.64,50.8,63.5,124.46
1,50.8,43.18,38.1,58.42,43.18,60.96,60.96,50.8,48.26,58.42,144.78
1,50.8,30.48,38.1,55.88,60.96,63.5,43.18,43.18,50.8,81.28,127
1,53.34,35.56,30.48,66.04,27.94,35.56,50.8,43.18,35.56,73.66,127
1,50.8,33.02,27.94,55.88,30.48,35.56,45.72,48.26,33.02,63.5,124.46
1,48.26,40.64,35.56,55.88,33.02,71.12,45.72,53.34,30.48,86.36,132.08
0,50.8,30.48,27.94,58.42,58.42,58.42,50.8,43.18,38.1,60.96,109.22
0,50.8,27.94,25.4,53.34,53.34,58.42,48.26,33.02,33.02,53.34,99.06
0,50.8,27.94,22.86,48.26,53.34,53.34,48.26,33.02,33.02,53.34,99.06
1,53.34,30.48,22.86,25.4,53.34,53.34,48.26,33.02,33.02,58.42,104.14
0,53.34,27.94,27.94,50.8,55.88,53.34,48.26,30.48,30.48,53.34,78.74
0,50.8,27.94,25.4,53.34,53.34,50.8,50.8,38.1,33.02,55.88,81.28
0,50.8,27.94,25.4,50.8,53.34,50.8,45.72,43.18,38.1,38.1,78.74
0,53.34,30.48,30.48,53.34,53.34,66.04,53.34,33.02,50.8,50.8,101.6
0,50.8,27.94,27.94,53.34,53.34,58.42,50.8,30.48,50.8,53.34,86.36
0,53.34,33.02,27.94,50.8,55.88,60.96,43.18,30.48,53.34,55.88,99.06
1,53.34,27.94,35.56,66.04,63.5,45.72,53.34,48.26,48.26,86.36,149.86
0,53.34,38.1,27.94,55.88,58.42,58.42,43.18,38.1,33.02,55.88,109.22
1,53.34,20.32,30.48,55.88,35.56,73.66,68.58,55.88,40.64,63.5,58.42
0,45.72,38.1,20.32,50.8,48.26,50.8,35.56,33.02,27.94,45.72,81.28
1,50.8,30.48,30.48,55.88,35.56,73.66,68.58,55.88,40.64,63.5,58.42
0,53.34,30.48,30.48,55.88,60.96,66.04,53.34,38.1,35.56,63.5,114.3
0,55.88,15.24,35.56,63.5,45.72,76.2,53.34,50.8,40.64,83.82,149.86
1,53.34,27.94,30.48,55.88,0,66.04,53.34,38.1,35.56,63.5,114.3
1,50.8,43.18,27.94,55.88,55.88,55.88,43.18,30.48,30.48,55.88,101.6
1,50.8,38.1,35.56,63.5,45.72,76.2,53.34,50.8,40.64,83.82,149.86
0,50.8,38.1,25.4,50.8,50.8,53.34,45.72,25.4,30.48,48.26,93.98
